player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Mickaël Tirpan,Willem II,Eredivisie,Turkey,RB,['CDM'],67,149
Keke Topp,SV Werder Bremen,Bundesliga,Germany,ST,,67,90
David Torres,R. Valladolid CF,LALIGA EA SPORTS,Spain,CB,,67,92
Kyan Vaesen,Willem II,Eredivisie,Belgium,ST,,67,149
Dario Van den Buijs,RKC Waalwijk,Eredivisie,Belgium,CB,,67,147
Mickey van der Hart,sc Heerenveen,Eredivisie,Holland,GK,,67,136
Alec Van Hoorenbeeck,FC Twente,Eredivisie,Belgium,CB,['LB'],67,72
Yanick van Osch,RKC Waalwijk,Eredivisie,Holland,GK,,67,147
Nilton Varela,Estrela Amadora,Liga Portugal,Portugal,LB,['LM'],67,132
Odysseus Velanas,PEC Zwolle,Eredivisie,Holland,LM,"['CAM', 'LW']",67,135
Nikolas Veratschnig,1. FSV Mainz 05,Bundesliga,Austria,RB,['RM'],67,83
Hobie Verhulst,AZ,Eredivisie,Holland,GK,,67,76
Ilija Vukoti?,Boavista FC,Liga Portugal,Montenegro,CM,['CDM'],67,130
Ali Þaþal Vural,Sivasspor,Trendyol Süper Lig,Turkey,GK,,67,105
Joshua Wilson-Esbrand,Manchester City,Premier League,England,LB,,67,2
Robin Yalçýn,Eyüpspor,Trendyol Süper Lig,Germany,RB,"['CB', 'CDM']",67,127
Ivan Zlobin,FC Famalicão,Liga Portugal,Russia,GK,,67,109
Talys,Farense,Liga Portugal,Brazil,LB,,66,137
Yaw Ackah,Kayserispor,Trendyol Süper Lig,Ghana,CDM,['CM'],66,138
Babatunde Akinsola,AVS Futebol SAD,Liga Portugal,Nigeria,RM,"['LM', 'LW', 'RW']",66,143
Ufuk Akyol,Konyaspor,Trendyol Süper Lig,Turkey,CDM,['CM'],66,102
Ali Al Hamadi,Ipswich,Premier League,Iraq,ST,,66,95
Danilo Al Saed,sc Heerenveen,Eredivisie,Iraq,LM,['LW'],66,136
Altimira,CD Leganés,LALIGA EA SPORTS,Spain,RB,['RM'],66,78
Jeremy Antonisse,Moreirense FC,Liga Portugal,Curaçao,LM,['LW'],66,122
Serkan Asan,Trabzonspor,Trendyol Süper Lig,Turkey,RB,,66,58
Joseph Attamah,Kayserispor,Trendyol Süper Lig,Ghana,CB,['CDM'],66,138
Loide Augusto,Alanyaspor,Trendyol Süper Lig,Angola,RB,,66,126
Zé Ricardo,AVS Futebol SAD,Liga Portugal,Brazil,LB,['LM'],66,143
Yasin Ayari,Brighton,Premier League,Sweden,CM,['CAM'],66,55
Elves Baldé,Farense,Liga Portugal,Portugal,RW,"['LW', 'RM']",66,137
Théo Barbet,Almere City FC,Eredivisie,France,CB,,66,150
Iker Benito,CA Osasuna,LALIGA EA SPORTS,Spain,LM,"['LW', 'RM']",66,75
Bartosz Bia?ek,VfL Wolfsburg,Bundesliga,Poland,ST,,66,62
Alessandro Bianco,Monza,Serie A Enilive,Italy,CM,,66,80
Daniel Bielica,NAC Breda,Eredivisie,Poland,GK,,66,148
Jeremy Bokila,Willem II,Eredivisie,Congo DR,ST,['LW'],66,149
Warren Bondo,Monza,Serie A Enilive,France,CM,['CDM'],66,80
Carlo Boukhalfa,FC St. Pauli,Bundesliga,Germany,CAM,"['CM', 'CDM']",66,125
Jakob Breum,Go Ahead Eagles,Eredivisie,Denmark,RM,"['LM', 'RW']",66,146
Maximilian Breunig,Heidenheim,Bundesliga,Germany,ST,,66,104
Jordy Bruijn,Heracles Almelo,Eredivisie,Holland,CAM,"['CM', 'CDM']",66,151
Thomas Bruns,Heracles Almelo,Eredivisie,Holland,CAM,['CM'],66,151
Max Bruns,FC Twente,Eredivisie,Holland,CB,['CDM'],66,72
Charles-Andreas Brym,Sparta Rotterdam,Eredivisie,Canada,ST,['LM'],66,106
Thomas Buitink,PEC Zwolle,Eredivisie,Holland,ST,['CAM'],66,135
Ludovic Butelle,Stade de Reims,Ligue 1 McDonald's,France,GK,,66,87
Cihan Çanak,Trabzonspor,Trendyol Süper Lig,Turkey,CAM,"['CM', 'RM']",66,58
Cañizares,Farense,Liga Portugal,Spain,GK,,66,137
Tarýk Çetin,Çaykur Rizespor,Trendyol Süper Lig,Turkey,GK,,66,123
Uður Çiftçi,Sivasspor,Trendyol Süper Lig,Turkey,LB,,66,105
Sadýk Çiftpýnar,Kasýmpaþa,Trendyol Süper Lig,Turkey,CB,,66,84
Ramazan Civelek,Kayserispor,Trendyol Süper Lig,Turkey,RM,"['RB', 'LM', 'RW']",66,138
Aloïs Confais,Havre AC,Ligue 1 McDonald's,France,CDM,"['CM', 'RB']",66,115
Sergio Córdova,Alanyaspor,Trendyol Süper Lig,Venezuela,ST,['CAM'],66,126
Grégoire Coudert,Stade Brestois 29,Ligue 1 McDonald's,France,GK,,66,74
Juan Manuel Cruz,Hellas Verona,Serie A Enilive,Argentina,ST,,66,94
Luke Cundle,Wolves,Premier League,England,CM,"['CAM', 'CDM']",66,73
Kayky,Sparta Rotterdam,Eredivisie,Brazil,RW,['RM'],66,106
Ataberk Dadakdeniz,Antalyaspor,Trendyol Süper Lig,Turkey,GK,,66,141
Maxim Dekker,AZ,Eredivisie,Holland,CB,,66,76
Adil Demirbað,Konyaspor,Trendyol Süper Lig,Turkey,CB,,66,102
Pedro Ferreira,Santa Clara,Liga Portugal,Portugal,CDM,['CM'],66,139
Edan Diop,AS Monaco,Ligue 1 McDonald's,France,RM,"['CAM', 'RW']",66,53
Matheus Dias,Nacional,Liga Portugal,Brazil,CDM,['CM'],66,145
Stefan Drlja?a,VfB Stuttgart,Bundesliga,Germany,GK,,66,60
Julien Duranville,Borussia Dortmund,Bundesliga,Belgium,LM,"['RM', 'LW']",66,11
Vitus Eicher,Heidenheim,Bundesliga,Germany,GK,,66,104
Jacques Ekomié,Angers SCO,Ligue 1 McDonald's,Gabon,LB,['CB'],66,131
Bartuð Elmaz,Fenerbahçe,Trendyol Süper Lig,Turkey,CDM,['CM'],66,30
Ante Erceg,Fortuna Sittard,Eredivisie,Croatia,ST,,66,142
Wahid Faghir,VfB Stuttgart,Bundesliga,Denmark,ST,,66,60
Roberto,SC Braga,Liga Portugal,Spain,ST,,66,48
Fernando Fonseca,AVS Futebol SAD,Liga Portugal,Portugal,RB,['LB'],66,143
Théo Fonseca,FC Famalicão,Liga Portugal,Portugal,ST,['RM'],66,109
Taichi Fukui,Arouca,Liga Portugal,Japan,CM,"['CAM', 'RW']",66,128
Soner Gönül,Samsunspor,Trendyol Süper Lig,Turkey,LB,,66,129
Urko González,Real Sociedad,LALIGA EA SPORTS,Spain,CB,['CDM'],66,28
Jean Baptiste Gorby,SC Braga,Liga Portugal,France,CDM,['CM'],66,48
Jens Grahl,Frankfurt,Bundesliga,Germany,GK,,66,46
Simon Graves,PEC Zwolle,Eredivisie,Denmark,RB,['CB'],66,135
Lukas Hornicek,SC Braga,Liga Portugal,Czech Republic,GK,,66,48
Ilyes Housni,Havre AC,Ligue 1 McDonald's,Morocco,ST,,66,115
Jeroen Houwen,RKC Waalwijk,Eredivisie,Holland,GK,,66,147
Adrien Hunou,Angers SCO,Ligue 1 McDonald's,France,ST,['CM'],66,131
Gino Infantino,Fiorentina,Serie A Enilive,Argentina,RW,"['LW', 'CM', 'RM']",66,67
Antoine Joujou,Havre AC,Ligue 1 McDonald's,France,RM,"['LM', 'RW']",66,115
Melih Kabasakal,Eyüpspor,Trendyol Süper Lig,Turkey,CDM,['CM'],66,127
Tugay Kaçar,Eyüpspor,Trendyol Süper Lig,Turkey,CDM,"['CM', 'CB']",66,127
Junior Kadile,Almere City FC,Eredivisie,France,LM,"['LW', 'ST']",66,150
Hasan Ali Kaldýrým,Kayserispor,Trendyol Süper Lig,Turkey,LB,,66,138
Burak Kapacak,Fenerbahçe,Trendyol Süper Lig,Turkey,RM,"['RB', 'RW']",66,30
Denso Kasius,AZ,Eredivisie,Holland,RB,,66,76
Thomas Keller,Heidenheim,Bundesliga,Germany,CB,['CDM'],66,104
Philippe Paulin Keny,Baþakþehir,Trendyol Süper Lig,Senegal,ST,"['RW', 'LM']",66,99
Dimitrios Kolovetsios,Kayserispor,Trendyol Süper Lig,Greece,CB,,66,138
Ben Lhassine Kone,Como,Serie A Enilive,Côte d'Ivoire,CM,,66,47
Frans Krätzig,VfB Stuttgart,Bundesliga,Germany,LB,['CM'],66,60
Kelvin Leerdam,Heracles Almelo,Eredivisie,Suriname,CB,['RB'],66,151
Bryan Limbombe,Heracles Almelo,Eredivisie,Belgium,LM,"['RM', 'LW']",66,151
Enric Llansana,Go Ahead Eagles,Eredivisie,Holland,CDM,['CM'],66,146
Niklas Lomb,Leverkusen,Bundesliga,Germany,GK,,66,10
Jonathan Lucca,AVS Futebol SAD,Liga Portugal,Brazil,CM,['CDM'],66,143
Javi Martón,Athletic Club,LALIGA EA SPORTS,Spain,ST,,66,19
Alan Matturro,Genoa,Serie A Enilive,Uruguay,CB,['LB'],66,93
Adrian Mazilu,Brighton,Premier League,Romania,RM,"['LM', 'RW']",66,55
Mexx Meerdink,AZ,Eredivisie,Holland,ST,,66,76
Aaron Meijers,RKC Waalwijk,Eredivisie,Holland,LB,,66,147
Joelson Fernandes,Hatayspor,Trendyol Süper Lig,Portugal,RM,"['LM', 'RW']",66,133
Antoni Milambo,Feyenoord,Eredivisie,Holland,CAM,['CM'],66,54
Alex Millán,Farense,Liga Portugal,Spain,ST,,66,137
Juan José Mina,Estrela Amadora,Liga Portugal,Colombia,RB,,66,132
Damon Mirani,Heracles Almelo,Eredivisie,Holland,CB,['CDM'],66,151
Cezary Miszta,Rio Ave FC,Liga Portugal,Poland,GK,,66,114
Jeyland Mitchell,Feyenoord,Eredivisie,Costa Rica,CB,,66,54
Rui Mendes,FC Groningen,Eredivisie,Portugal,RM,['RW'],66,144
Rodrigo Mora,FC Porto,Liga Portugal,Portugal,CAM,"['CM', 'LW']",66,27
Adi Nali?,Almere City FC,Eredivisie,Bosnia and Herzegovina,CAM,"['ST', 'CM']",66,150
Zé Carlos,Vitória SC,Liga Portugal,Portugal,RB,,66,103
Mor Ndiaye,Estoril Praia,Liga Portugal,Senegal,CDM,['CM'],66,118
Camiel Neghli,Sparta Rotterdam,Eredivisie,Algeria,RM,['RW'],66,106
Hans Nicolussi Caviglia,Venezia,Serie A Enilive,Italy,CM,,66,117
Diogo Sousa,Bodrum FK,Trendyol Süper Lig,Portugal,GK,,66,140
Nathan Opoku,Leicester City,Premier League,Ghana,ST,,66,85
Fredrik Oppegård,PSV,Eredivisie,Norway,LB,,66,50
Jandro Orellana,Estoril Praia,Liga Portugal,Spain,CDM,['CM'],66,118
Ibrahim Osman,Feyenoord,Eredivisie,Ghana,LM,"['ST', 'LW']",66,54
Owono,D. Alavés,LALIGA EA SPORTS,Equatorial Guinea,GK,,66,88
Joey Pelupessy,FC Groningen,Eredivisie,Holland,CDM,['CM'],66,144
Rodrigo Pinheiro,FC Famalicão,Liga Portugal,Portugal,RB,,66,109
Darío Poveda,Farense,Liga Portugal,Spain,ST,"['RM', 'LM']",66,137
Lilian Raolisoa,Angers SCO,Ligue 1 McDonald's,France,RB,['RM'],66,131
Stije Resink,FC Groningen,Eredivisie,Holland,CM,['CDM'],66,144
Tiago Dias,Casa Pia AC,Liga Portugal,Portugal,RM,"['LM', 'RW']",66,112
Robin Roefs,N.E.C. Nijmegen,Eredivisie,Holland,GK,,66,108
Ole Romeny,FC Utrecht,Eredivisie,Holland,RM,"['LM', 'RW']",66,121
Max Rosenfelder,SC Freiburg,Bundesliga,Germany,CB,,66,42
Baptiste Roux,AVS Futebol SAD,Liga Portugal,France,CB,"['CDM', 'CM']",66,143
Richie Sagrado,Venezia,Serie A Enilive,Belgium,RM,"['RB', 'LB', 'RW']",66,117
Leo Sauer,NAC Breda,Eredivisie,Slovakia,LW,"['CAM', 'LM']",66,148
Gökhan Sazdaðý,Kayserispor,Trendyol Süper Lig,Turkey,RB,"['ST', 'LM']",66,138
Erik Schouten,Willem II,Eredivisie,Holland,CB,,66,149
Telasco Segovia,Casa Pia AC,Liga Portugal,Venezuela,CM,['CDM'],66,112
Batuhan Þen,Galatasaray,Trendyol Süper Lig,Turkey,GK,,66,12
Jota,Nacional,Liga Portugal,Portugal,CM,,66,145
Cemali Sertel,Hatayspor,Trendyol Süper Lig,Turkey,LB,['CB'],66,133
Sphephelo Sithole,Gil Vicente,Liga Portugal,South Africa,CDM,['CM'],66,113
Tommy St. Jago,Willem II,Eredivisie,Holland,RB,['CB'],66,149
Mathis Suray,Go Ahead Eagles,Eredivisie,Belgium,CAM,['ST'],66,146
Svensson,Casa Pia AC,Liga Portugal,Spain,ST,['LM'],66,112
Serkan Emrecan Terzi,Beþiktaþ,Trendyol Süper Lig,Turkey,LB,,66,31
Nigel Thomas,Nacional,Liga Portugal,Holland,LW,"['RW', 'LM']",66,145
Ryan Thomas,PEC Zwolle,Eredivisie,New Zealand,CM,"['CAM', 'CDM']",66,135
Calvin Twigt,Go Ahead Eagles,Eredivisie,Holland,CM,['CDM'],66,146
Przemys?aw Tyto?,FC Twente,Eredivisie,Poland,GK,,66,72
Jochem van de Kamp,Almere City FC,Eredivisie,Holland,RM,"['RB', 'CM', 'RW']",66,150
Richard van der Venne,RKC Waalwijk,Eredivisie,Holland,CM,['CAM'],66,147
Daniël van Kaam,Heracles Almelo,Eredivisie,Holland,CDM,['CM'],66,151
John Velásquez,Farense,Liga Portugal,Colombia,CAM,['RW'],66,137
Simão Bertelli,AVS Futebol SAD,Liga Portugal,Brazil,GK,,66,143
Ben Voll,FC St. Pauli,Bundesliga,Germany,GK,,66,125
Ibrahima Wadji,AS Saint-Étienne,Ligue 1 McDonald's,Senegal,ST,,66,110
Nelson Weiper,1. FSV Mainz 05,Bundesliga,Germany,ST,,66,83
Erdoðan Yeþilyurt,Antalyaspor,Trendyol Süper Lig,Turkey,RM,"['LM', 'RB', 'RW']",66,141
Bertuð Yýldýrým,Getafe CF,LALIGA EA SPORTS,Turkey,ST,,66,59
Vasilis Zagaritis,Almere City FC,Eredivisie,Greece,LB,['LM'],66,150
Jan ?amb?rek,Heracles Almelo,Eredivisie,Czech Republic,CM,['RM'],66,151
Jayden Addai,AZ,Eredivisie,Holland,RW,['RM'],65,76
Michel Ndary Adopo,Cagliari,Serie A Enilive,France,CM,['CDM'],65,91
Brandon Aguilera,Rio Ave FC,Liga Portugal,Costa Rica,CAM,['CM'],65,114
Erik Ahlstrand,FC St. Pauli,Bundesliga,Sweden,RM,"['ST', 'RW']",65,125
Clément Akpa,AJ Auxerre,Ligue 1 McDonald's,Côte d'Ivoire,LB,,65,120
Aksel Aktaþ,Adana Demirspor,Trendyol Süper Lig,Turkey,CAM,"['CM', 'RM']",65,119
Hamdi Akujobi,Almere City FC,Eredivisie,Nigeria,RB,['RM'],65,150
Mio Backhaus,SV Werder Bremen,Bundesliga,Germany,GK,,65,90
Yusuf Barasý,Adana Demirspor,Trendyol Süper Lig,Turkey,ST,['LW'],65,119
Furkan Bayýr,Alanyaspor,Trendyol Süper Lig,Turkey,CB,,65,126
Reda Belahyane,Hellas Verona,Serie A Enilive,France,CDM,['CM'],65,94
Darío,Sevilla FC,LALIGA EA SPORTS,Spain,RB,['CB'],65,66
Ömer Beyaz,Baþakþehir,Trendyol Süper Lig,Turkey,CAM,"['CM', 'RM']",65,99
Bjarki Steinn Bjarkason,Venezia,Serie A Enilive,Iceland,RM,"['CM', 'RW']",65,117
Thijmen Blokzijl,FC Groningen,Eredivisie,Holland,CB,,65,144
Emmanuel Boateng,Konyaspor,Trendyol Süper Lig,Ghana,CM,,65,102
Kévin Boma,Estoril Praia,Liga Portugal,Togo,CB,,65,118
Jesse Bosch,Willem II,Eredivisie,Holland,CM,['CAM'],65,149
Iker Bravo,Udinese,Serie A Enilive,Spain,ST,"['LW', 'RW']",65,111
Manu Bueno,Sevilla FC,LALIGA EA SPORTS,Spain,CM,"['CAM', 'CDM']",65,66
Àlex Carbonell,Almere City FC,Eredivisie,Spain,CM,['CDM'],65,150
Marc Casadó,FC Barcelona,LALIGA EA SPORTS,Spain,CDM,"['CM', 'RB']",65,8
Sava-Arangel ?esti?,Heracles Almelo,Eredivisie,Serbia,CB,,65,151
Mattia Chiesa,Hellas Verona,Serie A Enilive,Italy,GK,,65,94
Collado,Gil Vicente,Liga Portugal,Spain,ST,['RM'],65,113
Tommaso Corazza,Bologna,Serie A Enilive,Italy,LB,"['LM', 'RB']",65,52
Matthew Cox,Brentford,Premier League,England,GK,,65,70
Pedro Moreira,Arouca,Liga Portugal,Portugal,CM,['CDM'],65,128
Bence Dárdai,VfL Wolfsburg,Bundesliga,Germany,CAM,['CM'],65,62
Justin Diehl,VfB Stuttgart,Bundesliga,Germany,LM,"['ST', 'LW']",65,60
Nick Doodeman,Willem II,Eredivisie,Holland,RW,['RM'],65,149
Diogo Calila,Santa Clara,Liga Portugal,Portugal,RB,['LB'],65,139
Issiar Dramé,Estrela Amadora,Liga Portugal,Mali,CB,,65,132
Anouar El Azzouzi,PEC Zwolle,Eredivisie,Morocco,CDM,,65,135
Agon Elezi,VfL Bochum 1848,Bundesliga,North Macedonia,CDM,"['RM', 'CM']",65,107
Mikael Egill Ellertsson,Venezia,Serie A Enilive,Iceland,CM,"['LM', 'RM']",65,117
Mario Engels,Heracles Almelo,Eredivisie,Germany,ST,"['LM', 'RM']",65,151
Ertuðrul Ersoy,Gaziantep,Trendyol Süper Lig,Turkey,CB,,65,116
João Valido,Arouca,Liga Portugal,Portugal,GK,,65,128
Alberto Flores,Sevilla FC,LALIGA EA SPORTS,Spain,GK,,65,66
Sadik Fofana,Leverkusen,Bundesliga,Togo,CB,['CDM'],65,10
Omari Forson,Monza,Serie A Enilive,England,RM,"['CAM', 'RW']",65,80
Héctor Fort,FC Barcelona,LALIGA EA SPORTS,Spain,RB,['CB'],65,8
Fortuño,RCD Espanyol,LALIGA EA SPORTS,Spain,GK,,65,96
Gustavo Garcia,Nacional,Liga Portugal,Brazil,RB,,65,145
Max Geschwill,Holstein Kiel,Bundesliga,Germany,CB,,65,124
Mark Gillespie,Newcastle Utd,Premier League,England,GK,,65,21
Gvidas Gineitis,Torino,Serie A Enilive,Lithuania,CM,['CDM'],65,37
Facundo González,Feyenoord,Eredivisie,Uruguay,CB,,65,54
Alfon,RC Celta,LALIGA EA SPORTS,Spain,RM,"['LM', 'ST', 'RW']",65,25
Darijo Gruj?i?,Fortuna Sittard,Eredivisie,Austria,CB,,65,142
Gökhan Gül,Kasýmpaþa,Trendyol Süper Lig,Turkey,CDM,,65,84
Kornelius N. Hansen,Almere City FC,Eredivisie,Norway,ST,"['RM', 'LM']",65,150
Thiago Helguera,SC Braga,Liga Portugal,Uruguay,CDM,['CM'],65,48
Joey Jacobs,Almere City FC,Eredivisie,Holland,CB,['RB'],65,150
Patrick Joosten,Willem II,Eredivisie,Holland,LW,"['RW', 'LM']",65,149
Jakub Ka?uzi?ski,Antalyaspor,Trendyol Süper Lig,Poland,CDM,"['CM', 'CAM']",65,141
Willy Kambwala,Villarreal CF,LALIGA EA SPORTS,France,CB,['RB'],65,32
Kubilay Kanatsýzkuþ,Göztepe,Trendyol Süper Lig,Turkey,ST,,65,134
Manuel Keliano,Estrela Amadora,Liga Portugal,Angola,CDM,,65,132
Boy Kemper,NAC Breda,Eredivisie,Holland,LB,['CB'],65,148
Yann Kitala,Havre AC,Ligue 1 McDonald's,France,ST,,65,115
Gustavo Klismahn,Santa Clara,Liga Portugal,Brazil,CM,"['LM', 'CDM']",65,139
Amadou Koné,Stade de Reims,Ligue 1 McDonald's,Côte d'Ivoire,CDM,['CM'],65,87
Luuk Koopmans,Fortuna Sittard,Eredivisie,Holland,GK,,65,142
Kacper Kostorz,NAC Breda,Eredivisie,Poland,ST,['RM'],65,148
Dinis Pinto,Moreirense FC,Liga Portugal,Portugal,RB,,65,122
Rémy Labeau Lascary,RC Lens,Ligue 1 McDonald's,France,RM,"['ST', 'RW']",65,45
Geoffrey Lembet,Stade Rennais FC,Ligue 1 McDonald's,Central African Republic,GK,,65,86
Dexter Lembikisa,Wolves,Premier League,Jamaica,RB,['RM'],65,73
Giovanni Leoni,Parma,Serie A Enilive,Italy,CB,,65,97
Otso Liimatta,FC Famalicão,Liga Portugal,Finland,CAM,,65,109
Élysée Logbo,Havre AC,Ligue 1 McDonald's,France,ST,,65,115
Chris-Emmanuel Lokesa,RKC Waalwijk,Eredivisie,Belgium,LM,"['RM', 'LW']",65,147
Miguel Carvalho,Farense,Liga Portugal,Portugal,GK,,65,137
Thierry Lutonda,PEC Zwolle,Eredivisie,Belgium,LB,,65,135
Pablo Marín,Real Sociedad,LALIGA EA SPORTS,Spain,CAM,['CM'],65,28
Unai Marrero,Real Sociedad,LALIGA EA SPORTS,Spain,GK,,65,28
Senny Mayulu,Paris SG,Ligue 1 McDonald's,France,CAM,['LW'],65,5
Dylan Mbayo,PEC Zwolle,Eredivisie,Belgium,RM,['RW'],65,135
Tobías Medina,Rio Ave FC,Liga Portugal,Argentina,CM,,65,114
Yair Mena,AVS Futebol SAD,Liga Portugal,Colombia,RM,"['RW', 'LM']",65,143
Mohamed Nassoh,Sparta Rotterdam,Eredivisie,Morocco,CAM,['LM'],65,106
Steve Ngoura,Havre AC,Ligue 1 McDonald's,France,ST,,65,115
Reuven Niemeijer,RKC Waalwijk,Eredivisie,Holland,CAM,,65,147
?or?e Nikoli?,Sivasspor,Trendyol Süper Lig,Serbia,GK,,65,105
André Gomes,SL Benfica,Liga Portugal,Portugal,GK,,65,29
Noah Ohio,FC Utrecht,Eredivisie,Holland,ST,,65,121
Afonso Rodrigues,FC Famalicão,Liga Portugal,Portugal,LM,['LW'],65,109
Joel Silva,Boavista FC,Liga Portugal,Portugal,CM,,65,130
Yusuf Özdemir,Alanyaspor,Trendyol Süper Lig,Turkey,LM,"['LB', 'LW']",65,126
Bahadýr Öztürk,Antalyaspor,Trendyol Süper Lig,Turkey,CB,,65,141
Raul Paula,NAC Breda,Eredivisie,Germany,CAM,['CM'],65,148
Halil Ýbrahim Pehlivan,Çaykur Rizespor,Trendyol Süper Lig,Turkey,LB,,65,123
Luca Philipp,TSG Hoffenheim,Bundesliga,Germany,GK,,65,39
Kenan Piri?,Antalyaspor,Trendyol Süper Lig,Bosnia and Herzegovina,GK,,65,141
Niccolò Pisilli,AS Roma,Serie A Enilive,Italy,CM,,65,13
Luca Plogmann,Go Ahead Eagles,Eredivisie,Germany,GK,,65,146
André Anderson,Lazio,Serie A Enilive,Italy,CAM,['ST'],65,34
Teo Quintero,Sparta Rotterdam,Eredivisie,Venezuela,CB,['CDM'],65,106
Christian Rasmussen,Ajax,Eredivisie,Denmark,RW,"['ST', 'RM']",65,68
Eliano Reijnders,PEC Zwolle,Eredivisie,Indonesia,LM,"['RM', 'LW']",65,135
Boyd Reith,Sparta Rotterdam,Eredivisie,Holland,RB,,65,106
Antoniu Roca,RCD Espanyol,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",65,96
Tiago Reis,Nacional,Liga Portugal,Brazil,ST,,65,145
Álvaro,Getafe CF,LALIGA EA SPORTS,Uruguay,ST,['LW'],65,59
Godfried Roemeratoe,RKC Waalwijk,Eredivisie,Curaçao,CDM,['CM'],65,147
Ruben Roosken,Heracles Almelo,Eredivisie,Holland,LB,['LM'],65,151
Maurides,FC St. Pauli,Bundesliga,Brazil,ST,,65,125
Lasse Rosenboom,Holstein Kiel,Bundesliga,Germany,RB,['RM'],65,124
Driess Saddiki,Kasýmpaþa,Trendyol Süper Lig,Morocco,CDM,['CM'],65,84
Cisse Sandra,Willem II,Eredivisie,Belgium,CM,['CAM'],65,149
Mamadou Sarr,Strasbourg,Ligue 1 McDonald's,France,CB,['CDM'],65,81
Jorg Schreuders,FC Groningen,Eredivisie,Holland,RM,['RW'],65,144
Alen Sherri,Cagliari,Serie A Enilive,Albania,GK,,65,91
Rúnar ?ór Sigurgeirsson,Willem II,Eredivisie,Iceland,LB,,65,149
Ayanda Sishuba,Hellas Verona,Serie A Enilive,Belgium,CAM,,65,94
Levi Smans,sc Heerenveen,Eredivisie,Holland,CAM,,65,136
Emran Soglo,OM,Ligue 1 McDonald's,England,LM,"['LB', 'LW']",65,69
Finn Stokkers,Go Ahead Eagles,Eredivisie,Holland,ST,,65,146
Rui Encarnação,Nacional,Liga Portugal,Portugal,GK,,65,145
Tonio Tekli?,Trabzonspor,Trendyol Süper Lig,Croatia,CAM,['RW'],65,58
Søren Tengstedt,Go Ahead Eagles,Eredivisie,Denmark,CAM,"['RM', 'ST']",65,146
Jacob Trenskow,sc Heerenveen,Eredivisie,Denmark,RW,"['CM', 'RM']",65,136
Chrisantus Uche,Getafe CF,LALIGA EA SPORTS,Nigeria,CDM,,65,59
Luciano Valente,FC Groningen,Eredivisie,Italy,LM,"['CAM', 'LW']",65,144
Rúben Ismael,Moreirense FC,Liga Portugal,Portugal,CDM,,65,122
Amourricho van Axel Dongen,Ajax,Eredivisie,Holland,LW,['LM'],65,68
Thom van Bergen,FC Groningen,Eredivisie,Holland,ST,['RM'],65,144
Syb van Ottele,Fortuna Sittard,Eredivisie,Holland,CB,['CDM'],65,142
Niklas Vesterlund,FC Utrecht,Eredivisie,Denmark,RB,,65,121
Kjell Wätjen,Borussia Dortmund,Bundesliga,Germany,CM,['CDM'],65,11
Antal Yaakobishvili,Girona FC,LALIGA EA SPORTS,Hungary,CB,,65,36
Abdullah Yiðiter,Antalyaspor,Trendyol Süper Lig,Turkey,GK,,65,141
Kevin Zeroli,AC Milan,Serie A Enilive,Italy,CM,"['CAM', 'CDM']",65,14
Kerim Alýcý,Hatayspor,Trendyol Süper Lig,Turkey,RB,,64,133
Arvin Appiah,Nacional,Liga Portugal,England,LM,"['RM', 'RW', 'LW']",64,145
Ricard Artero,Girona FC,LALIGA EA SPORTS,Spain,CAM,['RM'],64,36
Brandon Austin,Spurs,Premier League,England,GK,,64,16
Jorge Teixeira,AVS Futebol SAD,Liga Portugal,Portugal,CB,,64,143
Mahamadou Ba,Adana Demirspor,Trendyol Süper Lig,Mali,CDM,['CM'],64,119
Samuel Bamba,VfL Bochum 1848,Bundesliga,Germany,LM,"['RM', 'RW', 'LW']",64,107
Jaydon Banel,Ajax,Eredivisie,Holland,LW,['LM'],64,68
Gabriel Barès,Montpellier,Ligue 1 McDonald's,Switzerland,CM,['CDM'],64,71
Gilberto,Moreirense FC,Liga Portugal,Portugal,CB,"['CDM', 'CM']",64,122
Visar Bekaj,Hatayspor,Trendyol Süper Lig,Kosovo,GK,,64,133
Lamare Bogarde,Aston Villa,Premier League,Holland,CDM,"['CM', 'CB']",64,17
Yvandro Borges Sanches,M'gladbach,Bundesliga,Luxembourg,LM,['LW'],64,79
Oliver Braude,sc Heerenveen,Eredivisie,Norway,RB,,64,136
Bennit Bröger,VfL Wolfsburg,Bundesliga,Germany,CAM,['CM'],64,62
Drissa Camara,Parma,Serie A Enilive,Côte d'Ivoire,RM,"['CAM', 'LM', 'RW']",64,97
Cole Campbell,Borussia Dortmund,Bundesliga,United States,RM,"['LM', 'RW']",64,11
Franco Carboni,Venezia,Serie A Enilive,Argentina,LB,['LM'],64,117
Fabio Chiarodia,M'gladbach,Bundesliga,Italy,CB,,64,79
Alphadjo Cissè,Hellas Verona,Serie A Enilive,Italy,CAM,['LM'],64,94
Edoardo Corvi,Parma,Serie A Enilive,Italy,GK,,64,97
Jasper Dahlhaus,Fortuna Sittard,Eredivisie,Holland,LM,"['RM', 'LW']",64,142
Mamadou Diakhon,Stade de Reims,Ligue 1 McDonald's,France,RM,['RW'],64,87
Deniz Dilmen,Baþakþehir,Trendyol Süper Lig,Turkey,GK,,64,99
Patrick Dorgu,Lecce,Serie A Enilive,Denmark,LB,['LM'],64,65
