player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Danilo Al Saed,sc Heerenveen,Eredivisie,Iraq,LM,['LW'],66,147
Altimira,CD Leganés,LALIGA EA SPORTS,Spain,RB,['RM'],66,80
Frederic Ananou,STVV,1A Pro League,Togo,RB,['RM'],66,155
Jeremy Antonisse,Moreirense FC,Liga Portugal,Curaçao,LM,['LW'],66,131
Zé Ricardo,AVS Futebol SAD,Liga Portugal,Brazil,LB,['LM'],66,157
Yasin Ayari,Brighton,Premier League,Sweden,CM,['CAM'],66,55
Nazinho,Cercle Brugge,1A Pro League,Portugal,LB,['LM'],66,106
Elves Baldé,Farense,Liga Portugal,Portugal,RW,"['LW', 'RM']",66,148
Théo Barbet,Almere City FC,Eredivisie,France,CB,,66,166
Iker Benito,CA Osasuna,LALIGA EA SPORTS,Spain,LM,"['LW', 'RM']",66,77
Bartosz Bia?ek,VfL Wolfsburg,Bundesliga,Poland,ST,,66,63
Alessandro Bianco,Monza,Serie A Enilive,Italy,CM,,66,82
Daniel Bielica,NAC Breda,Eredivisie,Poland,GK,,66,163
Jeremy Bokila,Willem II,Eredivisie,Congo DR,ST,['LW'],66,165
Boli Bolingoli,Standard Liège,1A Pro League,Belgium,LB,['LM'],66,130
Warren Bondo,Monza,Serie A Enilive,France,CM,['CDM'],66,82
Carlo Boukhalfa,FC St. Pauli,Bundesliga,Germany,CAM,"['CM', 'CDM']",66,135
Jakob Breum,Go Ahead Eagles,Eredivisie,Denmark,RM,"['LM', 'RW']",66,160
Maximilian Breunig,Heidenheim,Bundesliga,Germany,ST,,66,110
Jordy Bruijn,Heracles Almelo,Eredivisie,Holland,CAM,"['CM', 'CDM']",66,167
Thomas Bruns,Heracles Almelo,Eredivisie,Holland,CAM,['CM'],66,167
Max Bruns,FC Twente,Eredivisie,Holland,CB,['CDM'],66,73
Charles-Andreas Brym,Sparta Rotterdam,Eredivisie,Canada,ST,['LM'],66,112
Thomas Buitink,PEC Zwolle,Eredivisie,Holland,ST,['CAM'],66,146
Ludovic Butelle,Stade de Reims,Ligue 1 McDonald's,France,GK,,66,89
Cihan Çanak,Trabzonspor,Trendyol Süper Lig,Turkey,CAM,"['CM', 'RM']",66,58
Cañizares,Farense,Liga Portugal,Spain,GK,,66,148
Tarýk Çetin,Fenerbahçe,Trendyol Süper Lig,Turkey,GK,,66,30
Ramazan Civelek,Kayserispor,Trendyol Süper Lig,Turkey,RM,"['RB', 'LM', 'RW']",66,149
Aloïs Confais,Havre AC,Ligue 1 McDonald's,France,CDM,"['CM', 'RB']",66,122
Colin Coosemans,RSC Anderlecht,1A Pro League,Belgium,GK,,66,92
Grégoire Coudert,Stade Brestois 29,Ligue 1 McDonald's,France,GK,,66,76
Juan Manuel Cruz,Hellas Verona,Serie A Enilive,Argentina,ST,,66,98
Luke Cundle,Wolves,Premier League,England,CM,"['CAM', 'CDM']",66,75
Kayky,Sparta Rotterdam,Eredivisie,Brazil,RW,['RM'],66,112
Ataberk Dadakdeniz,Antalyaspor,Trendyol Süper Lig,Turkey,GK,,66,152
Ortwin De Wolf,KV Mechelen,1A Pro League,Belgium,GK,,66,127
Maxim Dekker,AZ,Eredivisie,Holland,CB,,66,78
Adil Demirbað,Konyaspor,Trendyol Süper Lig,Turkey,CB,,66,108
Gilles Dewaele,KV Kortrijk,1A Pro League,Belgium,RB,['RM'],66,132
Pedro Ferreira,Santa Clara,Liga Portugal,Portugal,CDM,['CM'],66,150
Edan Diop,AS Monaco,Ligue 1 McDonald's,France,RM,"['CAM', 'RW']",66,53
Viktor Djukanovi?,Standard Liège,1A Pro League,Montenegro,LW,"['ST', 'LM']",66,130
Matheus Dias,Nacional,Liga Portugal,Brazil,CDM,['CM'],66,159
Stefan Drlja?a,VfB Stuttgart,Bundesliga,Germany,GK,,66,60
Julien Duranville,Borussia Dortmund,Bundesliga,Belgium,LM,"['RM', 'LW']",66,11
Vitus Eicher,Heidenheim,Bundesliga,Germany,GK,,66,110
Jacques Ekomié,Angers SCO,Ligue 1 McDonald's,Gabon,LB,['CB'],66,142
Bartuð Elmaz,Fenerbahçe,Trendyol Süper Lig,Turkey,CDM,['CM'],66,30
Ante Erceg,Fortuna Sittard,Eredivisie,Croatia,ST,,66,156
Wahid Faghir,VfB Stuttgart,Bundesliga,Denmark,ST,,66,60
Roberto,SC Braga,Liga Portugal,Spain,ST,,66,48
Fernando Fonseca,AVS Futebol SAD,Liga Portugal,Portugal,RB,['LB'],66,157
Karol Fila,FCV Dender EH,1A Pro League,Poland,RB,['CB'],66,164
Mathias Fixelles,KVC Westerlo,1A Pro League,Belgium,CDM,"['CM', 'RM']",66,154
Théo Fonseca,FC Famalicão,Liga Portugal,Portugal,ST,['RM'],66,115
Taichi Fukui,Arouca,Liga Portugal,Japan,CM,"['CAM', 'RW']",66,139
Mohammed Fuseini,R. Union St.-G.,1A Pro League,Ghana,ST,,66,102
Nick Gillekens,KVC Westerlo,1A Pro League,Belgium,GK,,66,154
Soner Gönül,Samsunspor,Trendyol Süper Lig,Turkey,LB,,66,140
Urko González,Real Sociedad,LALIGA EA SPORTS,Spain,CB,['CDM'],66,28
Jean Baptiste Gorby,SC Braga,Liga Portugal,France,CDM,['CM'],66,48
Jens Grahl,Frankfurt,Bundesliga,Germany,GK,,66,46
Simon Graves,PEC Zwolle,Eredivisie,Denmark,RB,['CB'],66,146
Laurent Henkinet,Standard Liège,1A Pro League,Belgium,GK,,66,130
Lukas Hornicek,SC Braga,Liga Portugal,Czech Republic,GK,,66,48
Ilyes Housni,Havre AC,Ligue 1 McDonald's,Morocco,ST,,66,122
Jeroen Houwen,RKC Waalwijk,Eredivisie,Holland,GK,,66,161
Adrien Hunou,Angers SCO,Ligue 1 McDonald's,France,ST,['CM'],66,142
Gino Infantino,Fiorentina,Serie A Enilive,Argentina,RW,"['LW', 'CM', 'RM']",66,68
Wolke Janssens,STVV,1A Pro League,Belgium,CB,['RB'],66,155
Antoine Joujou,Havre AC,Ligue 1 McDonald's,France,RM,"['LM', 'RW']",66,122
Melih Kabasakal,Eyüpspor,Trendyol Süper Lig,Turkey,CDM,['CM'],66,138
Junior Kadile,Almere City FC,Eredivisie,France,LM,"['LW', 'ST']",66,166
Burak Kapacak,Kayserispor,Trendyol Süper Lig,Turkey,RM,"['RB', 'RW']",66,149
Denso Kasius,AZ,Eredivisie,Holland,RB,,66,78
Thomas Keller,Heidenheim,Bundesliga,Germany,CB,['CDM'],66,110
Ben Lhassine Kone,Como,Serie A Enilive,Côte d'Ivoire,CM,,66,47
Mohamed Koné,Sp. Charleroi,1A Pro League,Côte d'Ivoire,GK,,66,116
Frans Krätzig,VfB Stuttgart,Bundesliga,Germany,LB,['CM'],66,60
Florian Krüger,K. Beerschot VA,1A Pro League,Germany,ST,['CAM'],66,162
Kelvin Leerdam,Heracles Almelo,Eredivisie,Suriname,CB,['RB'],66,167
Bryan Limbombe,Heracles Almelo,Eredivisie,Belgium,LM,"['RM', 'LW']",66,167
Enric Llansana,Go Ahead Eagles,Eredivisie,Holland,CDM,['CM'],66,160
Niklas Lomb,Leverkusen,Bundesliga,Germany,GK,,66,10
Jonathan Lucca,AVS Futebol SAD,Liga Portugal,Brazil,CM,['CDM'],66,157
José Marsà,KV Mechelen,1A Pro League,Spain,CB,['CDM'],66,127
Javi Martón,Athletic Club,LALIGA EA SPORTS,Spain,ST,,66,19
Hervé Matthys,K. Beerschot VA,1A Pro League,Belgium,CB,['LB'],66,162
Alan Matturro,Genoa,Serie A Enilive,Uruguay,CB,['LB'],66,97
Adrian Mazilu,Brighton,Premier League,Romania,RM,"['LM', 'RW']",66,55
Mexx Meerdink,AZ,Eredivisie,Holland,ST,,66,78
Aaron Meijers,RKC Waalwijk,Eredivisie,Holland,LB,,66,161
Senna Miangue,Cercle Brugge,1A Pro League,Belgium,LB,['CB'],66,106
Antoni Milambo,Feyenoord,Eredivisie,Holland,CAM,['CM'],66,54
Alex Millán,Farense,Liga Portugal,Spain,ST,,66,148
Juan José Mina,Estrela Amadora,Liga Portugal,Colombia,RB,,66,143
Damon Mirani,Heracles Almelo,Eredivisie,Holland,CB,['CDM'],66,167
Cezary Miszta,Rio Ave FC,Liga Portugal,Poland,GK,,66,121
Jeyland Mitchell,Feyenoord,Eredivisie,Costa Rica,CB,,66,54
Rui Mendes,FC Groningen,Eredivisie,Portugal,RM,['RW'],66,158
Rodrigo Mora,FC Porto,Liga Portugal,Portugal,CAM,"['CM', 'LW']",66,27
Konan N'Dri,OH Leuven,1A Pro League,Côte d'Ivoire,RM,"['LM', 'ST', 'RW']",66,153
Adi Nali?,Almere City FC,Eredivisie,Bosnia and Herzegovina,CAM,"['ST', 'CM']",66,166
Zé Carlos,Vitória SC,Liga Portugal,Portugal,RB,,66,109
Mor Ndiaye,Estoril Praia,Liga Portugal,Senegal,CDM,['CM'],66,125
Camiel Neghli,Sparta Rotterdam,Eredivisie,Algeria,RM,['RW'],66,112
Hans Nicolussi Caviglia,Venezia,Serie A Enilive,Italy,CM,,66,124
Kazeem Olaigbe,Trabzonspor,Trendyol Süper Lig,Belgium,LM,"['CAM', 'RM', 'LW']",68,58
Nathan Opoku,Leicester City,Premier League,Ghana,ST,,66,87
Fredrik Oppegård,PSV,Eredivisie,Norway,LB,,66,50
Ragnar Oratmangoen,FCV Dender EH,1A Pro League,Indonesia,LM,"['CAM', 'LW']",66,164
Jandro Orellana,Estoril Praia,Liga Portugal,Spain,CDM,['CM'],66,125
Ibrahim Osman,Feyenoord,Eredivisie,Ghana,LM,"['ST', 'LW']",66,54
Owono,D. Alavés,LALIGA EA SPORTS,Equatorial Guinea,GK,,66,90
Joey Pelupessy,FC Groningen,Eredivisie,Holland,CDM,['CM'],66,158
Rodrigo Pinheiro,FC Famalicão,Liga Portugal,Portugal,RB,,66,115
Darío Poveda,Farense,Liga Portugal,Spain,ST,"['RM', 'LM']",66,148
Lilian Raolisoa,Angers SCO,Ligue 1 McDonald's,France,RB,['RM'],66,142
Stije Resink,FC Groningen,Eredivisie,Holland,CM,['CDM'],66,158
Tiago Dias,Casa Pia AC,Liga Portugal,Portugal,RM,"['LM', 'RW']",66,119
Robin Roefs,N.E.C. Nijmegen,Eredivisie,Holland,GK,,66,114
Ole Romeny,FC Utrecht,Eredivisie,Holland,RM,"['LM', 'RW']",66,129
Max Rosenfelder,SC Freiburg,Bundesliga,Germany,CB,,66,42
Baptiste Roux,AVS Futebol SAD,Liga Portugal,France,CB,"['CDM', 'CM']",66,157
Richie Sagrado,Venezia,Serie A Enilive,Belgium,RM,"['RB', 'LB', 'RW']",66,124
Leo Sauer,NAC Breda,Eredivisie,Slovakia,LW,"['CAM', 'LM']",66,163
Gökhan Sazdaðý,Kayserispor,Trendyol Süper Lig,Turkey,RB,"['ST', 'LM']",66,149
Erik Schouten,Willem II,Eredivisie,Holland,CB,,66,165
Telasco Segovia,Casa Pia AC,Liga Portugal,Venezuela,CM,['CDM'],66,119
Batuhan Þen,Galatasaray,Trendyol Süper Lig,Turkey,GK,,66,12
Jota,Nacional,Liga Portugal,Portugal,CM,,66,159
Sphephelo Sithole,Gil Vicente,Liga Portugal,South Africa,CDM,['CM'],66,120
Tommy St. Jago,Willem II,Eredivisie,Holland,RB,['CB'],66,165
Mathis Suray,Go Ahead Eagles,Eredivisie,Belgium,CAM,['ST'],66,160
Svensson,Casa Pia AC,Liga Portugal,Spain,ST,['LM'],66,119
Iebe Swers,KV Mechelen,1A Pro League,Belgium,RB,['LB'],66,127
Henok Teklab,R. Union St.-G.,1A Pro League,Germany,RM,"['LM', 'LB', 'RW']",66,102
Casper Terho,R. Union St.-G.,1A Pro League,Finland,RM,['RW'],66,102
Serkan Emrecan Terzi,Beþiktaþ,Trendyol Süper Lig,Turkey,LB,,66,31
Nigel Thomas,Nacional,Liga Portugal,Holland,LW,"['RW', 'LM']",66,159
Ryan Thomas,PEC Zwolle,Eredivisie,New Zealand,CM,"['CAM', 'CDM']",66,146
Calvin Twigt,Go Ahead Eagles,Eredivisie,Holland,CM,['CDM'],66,160
Przemys?aw Tyto?,FC Twente,Eredivisie,Poland,GK,,66,73
Anthony Valencia,Royal Antwerp FC,1A Pro League,Ecuador,RM,"['LM', 'RW']",66,62
Jochem van de Kamp,Almere City FC,Eredivisie,Holland,RM,"['RB', 'CM', 'RW']",66,166
Richard van der Venne,RKC Waalwijk,Eredivisie,Holland,CM,['CAM'],66,161
Daniël van Kaam,Heracles Almelo,Eredivisie,Holland,CDM,['CM'],66,167
Robert-Jan Vanwesemael,STVV,1A Pro League,Belgium,RM,['RW'],66,155
John Velásquez,Farense,Liga Portugal,Colombia,CAM,['RW'],66,148
Thibaud Verlinden,K. Beerschot VA,1A Pro League,Belgium,LW,"['ST', 'RW', 'LM']",66,162
Romeo Vermant,Club Brugge,1A Pro League,Belgium,ST,,66,74
Michael Verrips,FCV Dender EH,1A Pro League,Holland,GK,,66,164
Simão Bertelli,AVS Futebol SAD,Liga Portugal,Brazil,GK,,66,157
Ben Voll,FC St. Pauli,Bundesliga,Germany,GK,,66,135
Ibrahima Wadji,AS Saint-Étienne,Ligue 1 McDonald's,Senegal,ST,,66,117
Nelson Weiper,1. FSV Mainz 05,Bundesliga,Germany,ST,,66,85
Erdoðan Yeþilyurt,Antalyaspor,Trendyol Süper Lig,Turkey,RM,"['LM', 'RB', 'RW']",66,152
Bertuð Yýldýrým,Getafe CF,LALIGA EA SPORTS,Turkey,ST,,66,59
Griffin Yow,KVC Westerlo,1A Pro League,United States,RM,['RW'],66,154
Vasilis Zagaritis,Almere City FC,Eredivisie,Greece,LB,['LM'],66,166
Jan ?amb?rek,Heracles Almelo,Eredivisie,Czech Republic,CM,['RM'],66,167
Jayden Addai,AZ,Eredivisie,Holland,RW,['RM'],65,78
Michel Ndary Adopo,Cagliari,Serie A Enilive,France,CM,['CDM'],65,95
Brandon Aguilera,Rio Ave FC,Liga Portugal,Costa Rica,CAM,['CM'],65,121
Erik Ahlstrand,FC St. Pauli,Bundesliga,Sweden,RM,"['ST', 'RW']",65,135
Clément Akpa,AJ Auxerre,Ligue 1 McDonald's,Côte d'Ivoire,LB,,65,128
Hamdi Akujobi,Almere City FC,Eredivisie,Nigeria,RB,['RM'],65,166
Mio Backhaus,SV Werder Bremen,Bundesliga,Germany,GK,,65,93
Yusuf Barasý,Kasýmpaþa,Trendyol Süper Lig,Turkey,ST,['LW'],65,86
Furkan Bayýr,Göztepe,Trendyol Süper Lig,Turkey,CB,,67,145
Reda Belahyane,Hellas Verona,Serie A Enilive,France,CDM,['CM'],65,98
Rafik Belghali,KV Mechelen,1A Pro League,Algeria,RB,,65,127
Darío,Sevilla FC,LALIGA EA SPORTS,Spain,RB,['CB'],65,67
Ömer Beyaz,Baþakþehir,Trendyol Süper Lig,Turkey,CAM,"['CM', 'RM']",65,104
Bjarki Steinn Bjarkason,Venezia,Serie A Enilive,Iceland,RM,"['CM', 'RW']",65,124
Thijmen Blokzijl,FC Groningen,Eredivisie,Holland,CB,,65,158
Emmanuel Boateng,Konyaspor,Trendyol Süper Lig,Ghana,CM,,65,108
Kévin Boma,Estoril Praia,Liga Portugal,Togo,CB,,65,125
Jesse Bosch,Willem II,Eredivisie,Holland,CM,['CAM'],65,165
Iker Bravo,Udinese,Serie A Enilive,Spain,ST,"['LW', 'RW']",65,118
Paris Brunner,Cercle Brugge,1A Pro League,Germany,ST,['LM'],65,106
Manu Bueno,Sevilla FC,LALIGA EA SPORTS,Spain,CM,"['CAM', 'CDM']",65,67
Etienne Camara,Sp. Charleroi,1A Pro League,France,CDM,['CM'],65,116
Àlex Carbonell,Almere City FC,Eredivisie,Spain,CM,['CDM'],65,166
Marc Casadó,FC Barcelona,LALIGA EA SPORTS,Spain,CDM,"['CM', 'RB']",65,8
Sava-Arangel ?esti?,Heracles Almelo,Eredivisie,Serbia,CB,,65,167
Mattia Chiesa,Hellas Verona,Serie A Enilive,Italy,GK,,65,98
Collado,Gil Vicente,Liga Portugal,Spain,ST,['RM'],65,120
Tommaso Corazza,Bologna,Serie A Enilive,Italy,LB,"['LM', 'RB']",65,52
Kobe Corbanie,Royal Antwerp FC,1A Pro League,Belgium,RB,,65,62
Matthew Cox,Brentford,Premier League,England,GK,,65,71
Pedro Moreira,Arouca,Liga Portugal,Portugal,CM,['CDM'],65,139
Bence Dárdai,VfL Wolfsburg,Bundesliga,Germany,CAM,['CM'],65,63
Nils De Wilde,Cercle Brugge,1A Pro League,Belgium,CDM,['CM'],65,106
Alfie Devine,KVC Westerlo,1A Pro League,England,CAM,['CM'],65,154
Justin Diehl,VfB Stuttgart,Bundesliga,Germany,LM,"['ST', 'LW']",65,60
Nick Doodeman,Willem II,Eredivisie,Holland,RW,['RM'],65,165
Diogo Calila,Santa Clara,Liga Portugal,Portugal,RB,['LB'],65,150
Issiar Dramé,Estrela Amadora,Liga Portugal,Mali,CB,,65,143
Anouar El Azzouzi,PEC Zwolle,Eredivisie,Morocco,CDM,,65,146
Agon Elezi,VfL Bochum 1848,Bundesliga,North Macedonia,CDM,"['RM', 'CM']",65,113
Mikael Egill Ellertsson,Venezia,Serie A Enilive,Iceland,CM,"['LM', 'RM']",65,124
Mario Engels,Heracles Almelo,Eredivisie,Germany,ST,"['LM', 'RM']",65,167
João Valido,Arouca,Liga Portugal,Portugal,GK,,65,139
Alberto Flores,Sevilla FC,LALIGA EA SPORTS,Spain,GK,,65,67
Omari Forson,Monza,Serie A Enilive,England,RM,"['CAM', 'RW']",65,82
Héctor Fort,FC Barcelona,LALIGA EA SPORTS,Spain,RB,['CB'],65,8
Fortuño,RCD Espanyol,LALIGA EA SPORTS,Spain,GK,,65,100
Gustavo Garcia,Nacional,Liga Portugal,Brazil,RB,,65,159
Max Geschwill,Holstein Kiel,Bundesliga,Germany,CB,,65,134
Mark Gillespie,Newcastle Utd,Premier League,England,GK,,65,21
Gvidas Gineitis,Torino,Serie A Enilive,Lithuania,CM,['CDM'],65,37
Facundo González,Juventus,Serie A Enilive,Uruguay,CB,,65,18
Alfon,RC Celta,LALIGA EA SPORTS,Spain,RM,"['LM', 'ST', 'RW']",65,25
Darijo Gruj?i?,Fortuna Sittard,Eredivisie,Austria,CB,,65,156
Muhammed Gümüþkaya,KVC Westerlo,1A Pro League,Turkey,LM,"['RM', 'LW']",65,154
Kornelius N. Hansen,Almere City FC,Eredivisie,Norway,ST,"['RM', 'LM']",65,166
Thiago Helguera,SC Braga,Liga Portugal,Uruguay,CDM,['CM'],65,48
Lennard Hens,FCV Dender EH,1A Pro League,Belgium,CAM,['CM'],65,164
David Hrncar,FCV Dender EH,1A Pro League,Slovakia,RB,,65,164
Dean Huiberts,K. Beerschot VA,1A Pro League,Holland,CM,['CAM'],65,162
Joey Jacobs,Almere City FC,Eredivisie,Holland,CB,['RB'],65,166
Patrick Joosten,Willem II,Eredivisie,Holland,LW,"['RW', 'LM']",65,165
Edisson Jordanov,KVC Westerlo,1A Pro League,Bulgaria,RB,['RM'],65,154
Jakub Kaluzinski,Antalyaspor,Trendyol Süper Lig,Poland,CDM,"['CM', 'CAM']",65,152
Willy Kambwala,Villarreal CF,LALIGA EA SPORTS,France,CB,['RB'],65,32
Kubilay Kanatsýzkuþ,Kasýmpaþa,Trendyol Süper Lig,Turkey,ST,,65,86
Manuel Keliano,Estrela Amadora,Liga Portugal,Angola,CDM,,65,143
Boy Kemper,NAC Breda,Eredivisie,Holland,LB,['CB'],65,163
Yann Kitala,Havre AC,Ligue 1 McDonald's,France,ST,,65,122
Gustavo Klismahn,Santa Clara,Liga Portugal,Brazil,CM,"['LM', 'CDM']",65,150
Amadou Koné,Stade de Reims,Ligue 1 McDonald's,Côte d'Ivoire,CDM,['CM'],65,89
Luuk Koopmans,Fortuna Sittard,Eredivisie,Holland,GK,,65,156
Kacper Kostorz,NAC Breda,Eredivisie,Poland,ST,['RM'],65,163
Dinis Pinto,Moreirense FC,Liga Portugal,Portugal,RB,,65,131
Rémy Labeau Lascary,RC Lens,Ligue 1 McDonald's,France,RM,"['ST', 'RW']",65,45
Geoffrey Lembet,Stade Rennais FC,Ligue 1 McDonald's,Central African Republic,GK,,65,88
Dexter Lembikisa,Wolves,Premier League,Jamaica,RB,['RM'],65,75
Giovanni Leoni,Parma,Serie A Enilive,Italy,CB,,65,101
Fedde Leysen,R. Union St.-G.,1A Pro League,Belgium,CB,['LB'],65,102
Otso Liimatta,FC Famalicão,Liga Portugal,Finland,CAM,,65,115
Élysée Logbo,Havre AC,Ligue 1 McDonald's,France,ST,,65,122
Chris-Emmanuel Lokesa,RKC Waalwijk,Eredivisie,Belgium,LM,"['RM', 'LW']",65,161
Miguel Carvalho,Farense,Liga Portugal,Portugal,GK,,65,148
Thierry Lutonda,PEC Zwolle,Eredivisie,Belgium,LB,,65,146
Pablo Marín,Real Sociedad,LALIGA EA SPORTS,Spain,CAM,['CM'],65,28
Unai Marrero,Real Sociedad,LALIGA EA SPORTS,Spain,GK,,65,28
Senny Mayulu,Paris SG,Ligue 1 McDonald's,France,CAM,['LW'],70,5
Dylan Mbayo,PEC Zwolle,Eredivisie,Belgium,RM,['RW'],65,146
Tobías Medina,Rio Ave FC,Liga Portugal,Argentina,CM,,65,121
Yair Mena,AVS Futebol SAD,Liga Portugal,Colombia,RM,"['RW', 'LM']",65,157
Mohamed Nassoh,Sparta Rotterdam,Eredivisie,Morocco,CAM,['LM'],65,112
Steve Ngoura,Havre AC,Ligue 1 McDonald's,France,ST,,65,122
Reuven Niemeijer,RKC Waalwijk,Eredivisie,Holland,CAM,,65,161
André Gomes,SL Benfica,Liga Portugal,Portugal,GK,,65,29
Bruny Nsimba,FCV Dender EH,1A Pro League,Belgium,ST,['CAM'],65,164
Mardochee Nzita,Sp. Charleroi,1A Pro League,Belgium,LM,"['LB', 'LW']",65,116
Noah Ohio,FC Utrecht,Eredivisie,Holland,ST,,65,129
Afonso Rodrigues,FC Famalicão,Liga Portugal,Portugal,LM,['LW'],65,115
Joel Silva,Boavista FC,Liga Portugal,Portugal,CM,,65,141
Yusuf Özdemir,Alanyaspor,Trendyol Süper Lig,Turkey,LM,"['LB', 'LW']",65,136
Bahadýr Öztürk,Antalyaspor,Trendyol Süper Lig,Turkey,CB,,65,152
Raul Paula,NAC Breda,Eredivisie,Germany,CAM,['CM'],65,163
Mike Penders,KRC Genk,1A Pro League,Belgium,GK,,65,94
Luca Philipp,TSG Hoffenheim,Bundesliga,Germany,GK,,65,39
Arthur Piedfort,KVC Westerlo,1A Pro League,Belgium,CDM,['CM'],65,154
Niccolò Pisilli,AS Roma,Serie A Enilive,Italy,CM,,65,13
Luca Plogmann,Go Ahead Eagles,Eredivisie,Germany,GK,,65,160
André Anderson,Lazio,Serie A Enilive,Italy,CAM,['ST'],65,34
Teo Quintero,Sparta Rotterdam,Eredivisie,Venezuela,CB,['CDM'],65,112
Christian Rasmussen,Ajax,Eredivisie,Denmark,RW,"['ST', 'RM']",65,69
Eliano Reijnders,PEC Zwolle,Eredivisie,Indonesia,LM,"['RM', 'LW']",65,146
Boyd Reith,Sparta Rotterdam,Eredivisie,Holland,RB,,65,112
Antoniu Roca,RCD Espanyol,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",65,100
Tiago Reis,Nacional,Liga Portugal,Brazil,ST,,65,159
Álvaro,Getafe CF,LALIGA EA SPORTS,Uruguay,ST,['LW'],65,59
Godfried Roemeratoe,RKC Waalwijk,Eredivisie,Curaçao,CDM,['CM'],65,161
Ruben Roosken,Heracles Almelo,Eredivisie,Holland,LB,['LM'],65,167
Maurides,FC St. Pauli,Bundesliga,Brazil,ST,,65,135
Lasse Rosenboom,Holstein Kiel,Bundesliga,Germany,RB,['RM'],65,134
Cisse Sandra,Willem II,Eredivisie,Belgium,CM,['CAM'],65,165
Mamadou Sarr,Strasbourg,Ligue 1 McDonald's,France,CB,['CDM'],65,83
Jorg Schreuders,FC Groningen,Eredivisie,Holland,RM,['RW'],65,158
Christopher Scott,Royal Antwerp FC,1A Pro League,Germany,CAM,"['RM', 'ST']",65,62
Alen Sherri,Cagliari,Serie A Enilive,Albania,GK,,65,95
Rúnar ?ór Sigurgeirsson,Willem II,Eredivisie,Iceland,LB,,65,165
Ayanda Sishuba,Hellas Verona,Serie A Enilive,Belgium,CAM,,65,98
Levi Smans,sc Heerenveen,Eredivisie,Holland,CAM,,65,147
Emran Soglo,OM,Ligue 1 McDonald's,England,LM,"['LB', 'LW']",65,70
Finn Stokkers,Go Ahead Eagles,Eredivisie,Holland,ST,,65,160
Franck Surdez,KAA Gent,1A Pro League,Switzerland,LM,['LW'],65,137
Abdoul Fessal Tapsoba,Standard Liège,1A Pro League,Burkina Faso,ST,"['LM', 'CAM']",65,130
Rui Encarnação,Nacional,Liga Portugal,Portugal,GK,,65,159
Søren Tengstedt,Go Ahead Eagles,Eredivisie,Denmark,CAM,"['RM', 'ST']",65,160
Yannick Thoelen,KV Mechelen,1A Pro League,Belgium,GK,,65,127
Yacine Titraoui,Sp. Charleroi,1A Pro League,Algeria,CM,,65,116
Jacob Trenskow,sc Heerenveen,Eredivisie,Denmark,RW,"['CM', 'RM']",65,147
Antef Tsoungui,OH Leuven,1A Pro League,Belgium,CB,['CDM'],65,153
Chrisantus Uche,Getafe CF,LALIGA EA SPORTS,Nigeria,CDM,,65,59
Luciano Valente,FC Groningen,Eredivisie,Italy,LM,"['CAM', 'LW']",65,158
Rúben Ismael,Moreirense FC,Liga Portugal,Portugal,CDM,,65,131
Amourricho van Axel Dongen,Ajax,Eredivisie,Holland,LW,['LM'],65,69
Thom van Bergen,FC Groningen,Eredivisie,Holland,ST,['RM'],65,158
Syb van Ottele,Fortuna Sittard,Eredivisie,Holland,CB,['CDM'],65,156
Niklas Vesterlund,FC Utrecht,Eredivisie,Denmark,RB,,65,129
Thibault Vlietinck,OH Leuven,1A Pro League,Belgium,RM,"['RB', 'RW']",65,153
Kjell Wätjen,VfL Bochum 1848,Bundesliga,Germany,CM,['CDM'],65,113
Antal Yaakobishvili,Girona FC,LALIGA EA SPORTS,Hungary,CB,,65,36
Rihito Yamamoto,STVV,1A Pro League,Japan,CDM,"['CM', 'LB']",65,155
Abdullah Yiðiter,Antalyaspor,Trendyol Süper Lig,Turkey,GK,,65,152
Kevin Zeroli,AC Milan,Serie A Enilive,Italy,CM,"['CAM', 'CDM']",65,14
Arvin Appiah,Nacional,Liga Portugal,England,LM,"['RM', 'RW', 'LW']",64,159
Ricard Artero,Girona FC,LALIGA EA SPORTS,Spain,CAM,['RM'],64,36
Brandon Austin,Spurs,Premier League,England,GK,,64,16
Jorge Teixeira,AVS Futebol SAD,Liga Portugal,Portugal,CB,,64,157
Bilal Bafdili,KV Mechelen,1A Pro League,Belgium,CAM,['ST'],64,127
Samuel Bamba,VfL Bochum 1848,Bundesliga,Germany,LM,"['RM', 'RW', 'LW']",64,113
Jaydon Banel,Ajax,Eredivisie,Holland,LW,['LM'],64,69
Gabriel Barès,Montpellier,Ligue 1 McDonald's,Switzerland,CM,['CDM'],64,72
Gilberto,Moreirense FC,Liga Portugal,Portugal,CB,"['CDM', 'CM']",64,131
Mohamed Berte,FCV Dender EH,1A Pro League,Belgium,LW,"['ST', 'LM']",64,164
Lamare Bogarde,Aston Villa,Premier League,Holland,CDM,"['CM', 'CB']",64,17
Yvandro Borges Sanches,M'gladbach,Bundesliga,Luxembourg,LM,['LW'],64,81
Oliver Braude,sc Heerenveen,Eredivisie,Norway,RB,,64,147
Bennit Bröger,VfL Wolfsburg,Bundesliga,Germany,CAM,['CM'],64,63
Drissa Camara,Parma,Serie A Enilive,Côte d'Ivoire,RM,"['CAM', 'LM', 'RW']",64,101
Franco Carboni,Venezia,Serie A Enilive,Argentina,LB,['LM'],64,124
